"LATITUDE","LONGITUDE","FLOOR"
4864992.48447102,-7623.74479314391,1
4864992.98443666,-7620.88380301937,1
4864993.27195557,-7624.00190997576,1
4864993.11692449,-7623.76039706697,1
4864992.70067104,-7623.07191638286,1
4864993.46696099,-7622.50698850312,1
4864995.92431617,-7622.86044676679,1
4864993.98827219,-7623.25402039759,2
4864995.12505877,-7623.25687717412,2
4864993.82440604,-7623.31034298114,2
4864994.06285604,-7623.1864554854,2
4864993.63695245,-7623.6630999668,2
4864994.28057948,-7624.45095903757,2
4864994.46845512,-7624.47473221797,2
4864994.69592858,-7624.40034159408,2
4864994.33541324,-7623.54046714553,2
4864984.91954087,-7622.0383331672,1
4864983.5323172,-7620.76502224319,1
4864980.58986591,-7620.60469880622,1
4864981.65331287,-7620.26099860929,1
4864984.79160017,-7623.70766425832,1
4864987.52442015,-7622.00053739806,1
4864990.38585231,-7625.58977218164,1
4864987.90938021,-7624.87745668531,1
4864993.43334353,-7624.20971185535,2
4864983.09516854,-7616.15891929687,1
4864988.9266351,-7631.75030870137,1
4864988.85315585,-7631.45885943635,1
4864969.39873982,-7626.45414251865,1
4864971.11827545,-7633.82309814054,1
4864971.07106149,-7633.73796043456,1
4864971.13112259,-7633.94620112234,1
4864971.08070977,-7633.51281897947,1
4864968.28477039,-7626.34862726027,1
4864970.99038966,-7633.66914303998,1
4864971.00771291,-7633.97280818604,1
4864969.66735853,-7629.9698892206,1
4864969.39992727,-7630.77548388996,1
4864969.52988277,-7623.6536281776,1
4864969.47995236,-7625.18948222868,1
4864970.62774578,-7625.29740271705,1
4864970.72611324,-7624.49312152569,1
4864970.76948429,-7626.34046304469,1
4864970.95072456,-7628.0764710485,1
4864970.74646182,-7629.0698680355,1
4864970.87113215,-7628.47839913877,1
4864994.33438006,-7628.55994381145,1
4864989.04011972,-7625.74186945202,1
4864991.06703153,-7631.44100516658,1
4864993.7837413,-7634.51486704281,1
4864993.70593289,-7634.21599233761,1
4864994.61099128,-7635.07278157011,1
4864994.69257361,-7635.26921933931,1
4864994.22118615,-7634.41394922982,1
4864993.95623221,-7634.24617837538,1
4864993.89384777,-7634.03187358964,1
4864994.08436944,-7634.12649646603,1
4864994.64789282,-7633.68968057851,1
4864994.769555,-7633.03141318037,1
4864994.64181039,-7633.74503587547,1
4864991.70617111,-7630.91253458971,1
4864991.61650913,-7631.25585303881,1
4864991.64557425,-7631.57510487017,1
4864991.22169226,-7631.22581648715,1
4864991.9484444,-7630.99577409533,1
4864993.74487787,-7633.29272949789,1
4864993.80248465,-7632.83482548165,1
4864991.78216452,-7630.12938681099,1
4864990.31324288,-7627.32602859257,1
4864990.24434561,-7626.5883116966,1
4864992.28406862,-7629.82563732228,1
4864994.98428285,-7633.4188694088,1
4864994.09272319,-7633.27067285748,1
4864993.8429223,-7632.55044165624,1
4864992.17541584,-7630.97173649857,1
4864993.8845736,-7633.84429235163,1
4864989.9226858,-7627.64062999769,1
4864995.89320659,-7623.03779012193,2
4864995.78778479,-7624.21996875304,2
4864994.03217189,-7623.88612421953,2
4864993.93532597,-7623.69120481042,2
4864993.9403358,-7623.23826241715,2
4864995.75786869,-7633.33055451025,1
4864993.52432219,-7623.02121429236,2
4864994.36451699,-7623.22098870888,2
4864995.41442837,-7634.00539072832,1
4864995.03459086,-7633.47990375707,1
4864995.10057803,-7634.68094246191,1
4864994.76850969,-7634.92947848861,1
4864994.11179034,-7634.31129864564,1
4864994.14624926,-7634.30517501517,1
4864994.25858751,-7634.28451382891,1
4864994.62544002,-7634.36433373967,1
4864994.68427076,-7634.44301617714,1
4864994.7436469,-7634.7485724464,1
4864994.61259266,-7634.33849851359,1
4864995.55939939,-7633.33152143998,1
4864995.46837414,-7633.61577977988,1
4864994.98604089,-7633.47753303059,1
4864995.17202762,-7633.97465624333,1
4864995.74718533,-7634.07116638579,1
4864995.80187245,-7633.95623596605,1
4864994.88200996,-7631.76422870299,1
4864995.08094142,-7632.39930451206,1
4864991.19082549,-7631.92533212984,1
4864995.97511712,-7633.57860414692,1
4864992.25773172,-7634.74190285177,1
4864991.83895433,-7634.84909691324,1
4864991.13869932,-7635.122817582,1
4864990.71055707,-7634.99236888119,1
4864990.54691502,-7634.56200188267,1
4864990.78840261,-7635.00962741969,1
4864990.89093402,-7634.70686582362,1
4864990.86175597,-7634.7536273972,1
4864990.93418683,-7634.60343085837,1
4864990.95362804,-7634.56797000677,1
4864991.65420202,-7635.63983070879,1
4864996.14806671,-7628.35708658584,1
4864996.57138163,-7627.48712175454,1
4864995.81018667,-7628.60676599315,1
4864994.66432359,-7635.24750322219,1
4864994.72667614,-7634.21741401977,1
4864994.91314695,-7634.32362951587,1
4864995.04236029,-7634.55188049577,1
4864994.87951974,-7634.45696258053,1
4864995.16105114,-7634.36349890526,1
4864998.13614506,-7625.41695939954,2
4864997.81992629,-7625.15721680748,2
4864997.81758915,-7625.10800382937,2
4864998.0539551,-7625.26499221543,2
4864997.77014053,-7625.04269783771,2
4864997.99194491,-7625.38404656632,2
4864998.34983169,-7625.39026444182,2
4864998.27781292,-7625.19934352385,2
4864996.45535318,-7635.07491225032,1
4864996.22266633,-7635.12004684142,1
4864996.38741892,-7635.68256236816,1
4864999.21702762,-7637.60584660036,1
4864999.71023044,-7637.80631777354,1
4864999.65205236,-7637.7145755586,1
4864999.38695154,-7636.61475516462,1
4864997.95886575,-7638.28783020007,1
4864997.71837408,-7633.76464616939,1
4864997.56260338,-7633.76945623772,1
4864997.25417257,-7633.89340704123,1
4864997.33374864,-7633.8784260041,1
4864998.33513799,-7633.83211364163,1
4864998.43746106,-7633.80567288049,1
4864998.82520418,-7634.19606885224,1
4865002.99879052,-7624.06852868326,2
4865003.26941748,-7624.68580749366,2
4865003.62884718,-7622.9383993161,2
4864998.83320882,-7639.78383919972,1
4864998.69740122,-7639.78213191676,1
4864999.60845466,-7640.40420766283,1
4864999.37273795,-7650.78476058048,1
4864999.7078623,-7650.92693959403,1
4865000.25294569,-7647.97918402439,1
4865000.01060845,-7647.68069184131,1
4864999.81069406,-7647.67634991303,1
4864999.89379472,-7647.69551760681,1
4865000.40477121,-7640.95653837658,1
4864999.43487603,-7647.76271421772,1
4864999.53998612,-7647.71285892037,1
4865002.79635143,-7625.2861233524,2
4865001.70122046,-7637.88251687912,1
4865001.69136373,-7638.14612250778,1
4865001.87858153,-7638.01865304123,1
4865000.5787646,-7639.8155885191,1
4864995.52645313,-7639.87807266419,1
4864995.36661,-7639.98183786599,1
4864995.36694106,-7639.80118891589,1
4864991.35709616,-7639.18235080843,1
4864996.58212867,-7633.20561066457,1
4864996.50535787,-7633.00417718605,1
4864996.58923144,-7633.31273593851,1
4864995.29947562,-7639.86693923604,1
4864996.15546108,-7632.87999123505,1
4864995.05495211,-7639.70024691329,1
4864992.24667022,-7639.56358568413,1
4864991.62724754,-7639.53436016574,1
4864995.25348681,-7639.82016280032,1
4864997.68109056,-7639.45856238993,1
4864997.88487198,-7639.40089774222,1
4864997.94177626,-7639.20661351855,1
4864998.22317459,-7639.39019475566,1
4864996.8524834,-7639.07531909865,1
4864998.33519133,-7639.26792078953,1
4864998.47448812,-7639.25107980855,1
4864995.45295638,-7638.75478465911,1
4864995.45548046,-7638.84199214917,1
4864995.82003091,-7638.94510953195,1
4864998.13906139,-7638.19230668903,1
4864997.9844137,-7637.91580067103,1
4864997.97934836,-7638.05855691064,1
4864997.75569089,-7637.87780430189,1
4864999.69013887,-7637.22800746476,1
4865000.53497218,-7637.21468924401,1
4864999.52254646,-7636.91929640627,1
4864999.47459725,-7636.91872206226,1
4865000.75010731,-7637.13425241998,1
4865000.48311193,-7636.48689806055,1
4865000.57599723,-7637.1672072589,1
4865000.48112212,-7637.2306993352,1
4865000.82258385,-7637.55609203594,1
4865000.14143529,-7637.19809008314,1
4865002.10482598,-7625.50614451078,2
4864998.9125091,-7637.96906813794,1
4864998.52126773,-7637.78257182964,1
4865001.14361672,-7637.7134402891,1
4865002.77261291,-7625.95663729881,2
4865002.70415645,-7625.08598837768,2
4864999.93337139,-7633.41881176855,1
4864999.94440399,-7635.52537745945,1
4865002.51395636,-7624.69989533244,2
4865002.54850442,-7624.69643073244,2
4864998.94928147,-7631.99060980645,1
4864995.76210516,-7633.09328561543,1
4864996.04711259,-7638.5894905001,1
4864995.83364613,-7638.63872350011,1
4864997.03914943,-7638.24879893497,1
4864996.99406807,-7638.19492576099,1
4864997.00773724,-7637.89989932573,1
4864998.41774558,-7636.70505433546,1
4864997.45131934,-7639.72869179203,1
4864997.5555304,-7639.53636025475,1
4864997.5996317,-7636.93976750559,1
4864997.9908464,-7636.55776955614,1
4864998.25341477,-7637.64033505225,1
4864998.13654795,-7636.54511101306,1
4864998.02976348,-7638.00058573541,1
4864997.99405962,-7638.34367564887,1
4864998.15333386,-7637.98566443601,1
4864996.59993868,-7637.293092221,1
4864996.50511319,-7637.140887712,1
4864996.51902139,-7637.13207627308,1
4864995.23015331,-7631.72088144981,1
4864995.94147984,-7622.15256801675,1
4864996.06499012,-7619.38800894166,1
4864995.85752444,-7620.0783421412,1
4864995.88459657,-7619.56171223709,1
4864995.25783566,-7626.49752217882,1
4864994.55164,-7626.50387227365,1
4864997.8717124,-7635.84274066079,1
4864998.47764592,-7635.62781000037,1
4864996.01049644,-7636.43840549149,1
4864996.83474775,-7628.99318317643,1
4864998.13699216,-7635.38882784847,1
4864995.70905642,-7634.86466883966,1
4864996.0007381,-7635.13973305055,1
4864995.49032591,-7634.68822429209,1
4864990.83011336,-7631.79871365475,1
4864995.14028019,-7634.55124153177,1
4864995.20111813,-7634.79964536288,1
4864995.62767548,-7634.45655695057,1
4864995.77236042,-7635.35013228358,1
4864997.4932914,-7623.95436056764,2
4864996.77510787,-7624.26120333774,2
4864995.26975506,-7635.46923660857,1
4864995.04031067,-7634.58708625566,1
4864994.87894198,-7634.74877457856,1
4864995.08181622,-7635.07633946885,1
4864994.94816982,-7634.62003696369,1
4864995.41845442,-7634.95103215698,1
4864994.91020111,-7634.74078066109,1
4864995.69724775,-7635.03264503754,1
4864984.89093989,-7619.49958600468,1
4864994.89558809,-7623.57136012253,2
4864995.02003788,-7623.74927776022,2
4864995.13351287,-7623.61141602439,2
4864994.65979151,-7623.94063750661,2
4864994.82986303,-7623.9627505155,2
4864994.5665443,-7623.781092611,2
4864994.28708264,-7624.21945475441,2
4864994.1431395,-7624.24702032759,2
4864994.69854229,-7624.21603525188,2
4864995.31296058,-7623.94244264286,2
4864994.14217239,-7622.94173888426,2
4864994.74994986,-7622.99641156344,2
4864994.38041923,-7623.08378696959,2
4864993.92771946,-7622.89022702219,2
4864993.89592932,-7622.88681042219,2
4864993.88031164,-7623.32666601049,2
4864993.89738502,-7623.33877953047,2
4864993.85219962,-7623.0106233359,2
4864993.83113802,-7623.04290093876,2
4864994.57461824,-7623.08539479714,2
4864966.73241309,-7633.01635917185,1
4864966.52533906,-7632.54729112786,1
4864966.50114984,-7632.46023828492,1
4864968.98326623,-7634.22566060151,1
4864968.84328666,-7634.60237327475,1
4864994.95041321,-7635.2712710794,1
4864995.42011368,-7635.42026175302,1
4864994.61392184,-7634.97541397824,1
4864994.37623144,-7634.60644249426,1
4864994.59728207,-7632.32307042255,1
4864990.51890859,-7625.76846212008,1
4864987.89509194,-7621.39061153069,1
4864995.8568506,-7629.92928165579,1
4864994.46320812,-7631.03917797695,1
4864995.8691677,-7630.07453367743,1
4864994.03001819,-7632.95313877733,1
4864991.45550421,-7632.40025156272,1
4864992.95334679,-7624.43889922009,1
4864991.31974208,-7632.3256036826,1
4864982.84695689,-7627.38829444689,1
4864986.16924513,-7629.65863962599,1
4864981.41474974,-7627.61271047211,1
4864989.42782841,-7632.79874431752,1
4864989.87828128,-7631.43259906307,1
4864987.93765636,-7628.12023645199,1
4864987.47407112,-7627.26721340811,1
4864981.71260174,-7627.91900104756,1
4864992.967867,-7634.51186788448,1
4864985.00109237,-7629.56740238925,1
4864994.14870452,-7630.83830519408,1
4864993.50541244,-7622.59210135606,1
4864996.25507139,-7622.15854956442,2
4864996.64942821,-7622.16062143844,2
4864996.44966003,-7622.36100153561,2
4864995.82030982,-7634.3786223087,1
4864995.85216048,-7622.29834606202,2
4864995.97089237,-7622.29639243365,2
4864994.07922436,-7623.18859447795,2
4864994.65407152,-7622.99114028178,2
4864993.98471606,-7623.09951804291,2
4864993.85338513,-7622.55599633728,2
4864993.76767576,-7622.98576199334,2
4864994.91835032,-7623.03449701975,2
4864994.96247865,-7623.01735772999,2
4864994.90945197,-7622.89158223303,2
4864992.97382378,-7627.14424402197,1
4864994.83510392,-7627.98750117073,1
4864991.89859132,-7625.4880459077,1
4864989.81037694,-7623.6976247901,1
4864979.42055229,-7619.81836763075,1
4864969.77620371,-7614.19927265405,1
4864985.27749257,-7631.81328476513,1
4864969.81957601,-7619.85423633301,1
4864985.58708238,-7631.8161257185,1
4864985.49815756,-7626.93312218324,1
4864970.24381017,-7625.11216013703,1
4864974.58488225,-7627.1810413744,1
4864974.84049242,-7622.82045422219,1
4864973.67214811,-7622.98636757112,1
4864969.73396754,-7620.25142117546,1
4864963.85994531,-7612.99305933555,1
4864964.1252095,-7613.93060637458,1
4864963.79768675,-7615.74472717992,1
4864961.03928357,-7615.58967804298,1
4864961.68859853,-7613.5169883766,1
4864961.1698222,-7612.69337602059,1
4864960.40361939,-7617.54870698281,1
4864963.79713779,-7613.78514998806,1
4864960.79303556,-7612.05612599977,1
4864958.73961334,-7616.77051798914,1
4864957.88450885,-7625.67739875218,1
4864958.10806967,-7623.03253877972,1
4864958.80020126,-7619.69282986005,1
4864958.34939928,-7628.61757306844,1
4864958.64666192,-7631.48754657951,1
4864958.2318294,-7630.13145490948,1
4864957.76999847,-7629.20958115627,1
4864957.61159917,-7623.36459530739,1
4864960.6929256,-7612.31524057933,1
4864958.60781635,-7628.19740920435,1
4864968.0030853,-7638.92253640112,1
4864958.30742185,-7629.40143818192,1
4864957.93525124,-7623.50456451245,1
4864957.93931677,-7628.14259279688,1
4864957.64660389,-7625.26440495317,1
4864957.82248511,-7628.26426790152,1
4864958.09591976,-7626.5099901072,1
4864957.89574716,-7625.0121770932,1
4864957.74436832,-7636.92085333978,1
4864959.24949061,-7637.41251516982,1
4864957.08576601,-7627.81162696866,1
4864960.49306246,-7612.45361073632,1
4864960.31487797,-7616.6085595173,1
4864959.99960613,-7609.47971543792,1
4864960.14499866,-7610.94534942396,1
4864960.17243635,-7612.49876879683,1
4864966.1917362,-7613.51883856625,1
4864960.17892189,-7620.9082550783,1
4864960.00314053,-7611.89809623969,1
4864977.41663197,-7632.00069736803,0
4864964.16017473,-7615.65000915014,1
4864977.68256744,-7631.81045659777,0
4864960.10332254,-7615.7044059372,1
4864959.77655083,-7614.82805255456,1
4864960.10857547,-7614.95586790499,1
4864978.58905005,-7635.826937827,0
4864958.74955836,-7618.25659137225,1
4864959.2121307,-7615.80021388611,1
4864959.13843496,-7615.77364986202,1
4864957.65037356,-7617.70482598615,1
4864959.30466873,-7614.00865831991,1
4864957.90663338,-7616.65467471852,1
4864957.58987032,-7617.61497559424,1
4864957.79768091,-7626.8573170671,1
4864957.29241789,-7627.06010671984,1
4864957.4335495,-7627.18137849194,1
4864957.693879,-7626.82660350773,1
4864957.30570884,-7626.86681910174,1
4864957.72629469,-7626.90306119692,1
4864958.0611546,-7627.60174008633,1
4864950.73449874,-7653.96612404891,1
4864950.66502501,-7653.96066432705,1
4864950.66462108,-7653.85950923702,1
4864950.78687398,-7653.843456015,1
4864950.76537267,-7653.58832980471,1
4864950.81898327,-7653.59995111976,1
4864950.612657,-7653.67407656661,1
4864950.73225531,-7653.70880188285,1
4864950.64066442,-7653.87560546194,1
4864956.28544122,-7636.46107967619,1
4864956.48886167,-7636.53239431526,1
4864956.16366054,-7640.24010075391,1
4864957.05226034,-7640.18952539077,1
4864957.33287334,-7639.48508325706,1
4864958.75652021,-7639.65979587886,1
4864957.87996464,-7641.17571849286,1
4864957.96787859,-7640.54152795137,1
4864957.81687521,-7640.4938385248,1
4864957.85583179,-7640.10355808304,1
4864958.00391832,-7640.0008354415,1
4864959.7441042,-7629.88181900261,2
4864948.51389317,-7644.15379587214,1
4864948.25824215,-7644.3485368967,1
4864948.6248469,-7643.93760263854,1
4864949.48776211,-7643.88085030979,1
4864949.46712203,-7643.93465982227,1
4864949.48776211,-7644.17826341477,1
4864949.48547559,-7644.12708405675,1
4864949.27421387,-7645.02216014192,1
4864964.8247835,-7637.27961585198,2
4864958.04348129,-7649.80426270221,1
4864960.25214932,-7639.99771968286,2
4864960.06792887,-7640.02915378953,2
4864960.06822787,-7640.08178224074,2
4864960.05712627,-7640.06075728996,2
4864960.20033982,-7639.73677175791,2
4864960.20964457,-7639.70156416201,2
4864972.04050717,-7637.04041713505,2
4864960.03669872,-7640.03472898241,2
4864960.248015,-7639.62086177637,2
4864960.170504,-7639.61048610853,2
4864960.1531949,-7639.62229554243,2
4864959.95680291,-7639.8631404548,2
4864959.94008212,-7639.85153247643,2
4864959.72068649,-7630.30353089138,2
4864959.84770664,-7630.33226528363,2
4864960.47100255,-7630.17611868766,2
4864959.10598973,-7630.37200949156,2
4864964.05715633,-7629.54359296709,2
4864958.77768668,-7630.50033255988,2
4864958.77750922,-7630.1587726957,2
4864958.98171242,-7630.38191262859,2
4864958.86486692,-7630.51174472393,2
4864957.41282012,-7621.46427374149,2
4864952.64367229,-7646.29022258253,1
4864957.1305578,-7622.5720529655,2
4864953.83759585,-7645.46676012437,1
4864954.28048632,-7644.97111988277,1
4864954.20215049,-7644.96925906595,1
4864954.26073064,-7645.34541236687,1
4864954.1807173,-7643.91926234124,1
4864954.07544387,-7643.97987832802,1
4864954.03042118,-7643.87068402835,1
4864953.97714515,-7643.74249682378,1
4864954.09749017,-7651.70721254452,1
4864954.11538515,-7651.8048187161,1
4864954.11445243,-7651.77150839359,1
4864954.05977095,-7651.65824805276,1
4864954.03042118,-7654.33908329633,1
4864953.99400434,-7654.25893739709,1
4864960.04192161,-7654.1576657024,1
4864959.93445074,-7654.47528194549,1
4864959.83296937,-7654.41630080353,1
4864955.19558866,-7634.35916410684,2
4864959.856753,-7654.08453385018,1
4864957.69379867,-7654.26876013491,1
4864957.74793907,-7654.11942398036,1
4864957.71863233,-7654.24679333223,1
4864955.37224216,-7634.292191814,2
4864959.29063349,-7637.65881346458,2
4864959.15593454,-7631.52097775865,2
4864961.14195725,-7649.9856078712,1
4864959.58273574,-7639.48072112108,2
4864959.16657845,-7639.2827925245,2
4864959.32303421,-7639.43036739813,2
4864959.4071728,-7639.67939816457,2
4864951.58895435,-7652.69035918601,1
4864950.84092836,-7652.40748919276,1
4864951.58453755,-7652.69035918601,1
4864961.31639255,-7641.45196907433,2
4864960.32266795,-7638.37792632739,2
4864960.35329305,-7638.3287874468,2
4864960.34975661,-7638.33998779577,2
4864960.35329305,-7640.03618715013,2
4864960.17651156,-7640.37804973797,2
4864960.15735885,-7640.40783421998,2
4864960.29466991,-7640.08178804987,2
4864960.29466991,-7640.08852154845,2
4864960.36787693,-7640.06912343862,2
4864959.49487034,-7639.9342520717,2
4864959.52667396,-7638.58455331105,2
4864958.67839493,-7638.48985064588,2
4864958.70595062,-7637.97718018215,2
4864959.10478157,-7637.94801316622,2
4864959.10597736,-7637.93758260885,2
4864958.81082407,-7638.11117442249,2
4864958.87923563,-7638.09039578748,2
4864958.86096113,-7638.10532460928,2
4864958.87923563,-7638.09039578748,2
4864959.0623097,-7638.09020057535,2
4864959.00542738,-7638.10775317535,2
4864958.41127173,-7638.71075264904,2
4864958.91722202,-7638.27672804035,2
4864959.33166208,-7638.36328127511,2
4864959.33777328,-7638.29687028177,2
4864958.88576047,-7638.377176461,2
4864959.29958934,-7638.25182143256,2
4864959.3275301,-7638.3978922306,2
4864958.98220068,-7638.461290484,2
4864958.12023933,-7639.20359440286,2
4864959.03675209,-7639.11202255195,2
4864959.03675209,-7639.11202255195,2
4864959.00724402,-7639.2045575938,2
4864959.00724402,-7639.19387298183,2
4864960.25796309,-7639.33859802113,2
4864959.13504658,-7639.47822633535,2
4864958.94260272,-7639.60500360569,2
4864958.94260272,-7639.54458832382,2
4864958.85703575,-7639.57096274328,2
4864955.51709049,-7639.83064103686,2
4864953.02224994,-7646.11643555751,2
4864951.67038835,-7647.04734923113,2
4864955.17029375,-7640.91327456299,2
4864955.15212617,-7641.2507389908,2
4864949.51526479,-7644.11880586006,1
4864949.37201746,-7644.38827672027,1
4864949.08634247,-7644.57606863983,1
4864948.91363442,-7645.06395576887,1
4864948.91363442,-7645.03347638002,1
4864948.89035157,-7645.06239878169,1
4864947.77130805,-7645.17759360737,1
4864947.82910491,-7645.14541395372,1
4864947.6902673,-7645.3507148501,1
4864946.68823489,-7645.67609371948,1
4864946.04431908,-7646.36752436791,1
4864946.06544348,-7646.33917493783,1
4864945.94809915,-7646.5784678602,1
4864947.92989203,-7645.28355532563,1
4864947.98670455,-7645.32331250195,1
4864957.7689617,-7642.9388607528,1
4864948.0436559,-7645.31805728497,1
4864958.42014889,-7642.82524357744,1
4864960.76608521,-7639.34489509811,1
4864959.18204792,-7639.63597414918,1
4864959.25622674,-7639.78245591647,1
4864959.25622674,-7639.78245591647,1
4864959.89334144,-7638.17689188913,2
4864959.56324284,-7639.93730629783,1
4864959.86663791,-7638.2389098787,2
4864956.00793603,-7638.49577202952,1
4864956.20101319,-7638.89372293922,1
4864956.93005933,-7637.87327837941,1
4864960.96123559,-7638.70176794513,1
4864956.89056305,-7640.02077927946,1
4864956.82670373,-7641.87070533868,1
4864956.82670373,-7641.8705642382,1
4864957.21494073,-7639.57239432485,1
4864957.20751668,-7639.90729538068,1
4864957.24977203,-7639.24787826664,1
4864957.26268374,-7641.67609279427,1
4864958.92872106,-7640.74125962481,1
4864958.92872106,-7640.74752774312,1
4864959.01982681,-7640.52991628363,1
4864959.02530467,-7640.53498316484,1
4864958.93170771,-7640.75097087911,1
4864959.02281346,-7640.52646099908,1
4864958.92872106,-7640.74752774312,1
4864959.02584517,-7640.58905570911,1
4864958.92872106,-7640.74752774312,1
4864958.82508418,-7640.50096096974,1
4864962.12662999,-7639.40840600955,1
4864961.80781339,-7639.32690685217,1
4864959.9728826,-7637.55744010722,2
4864954.79204118,-7639.86534460394,1
4864954.82900342,-7639.87896288728,1
4864954.24482714,-7639.84376980124,1
4864960.03677229,-7637.51811168518,2
4864960.12953534,-7637.52731038237,2
4864960.12953534,-7637.52731038237,2
4864960.12953534,-7637.52731038237,2
4864960.50144282,-7637.49037521275,2
4864966.53020155,-7635.86600408191,2
4864960.20101233,-7637.30592453213,2
4864960.12953534,-7637.52731038237,2
4864960.50441746,-7637.21072484952,2
4864960.01340901,-7637.32365293825,2
4864960.09686164,-7637.33447813825,2
4864953.89924595,-7640.86991450021,1
4864959.53217692,-7638.10750269407,2
4864959.37293776,-7638.19246081616,2
4864959.57436687,-7638.09803668534,2
4864959.80802174,-7638.4537788694,2
4864960.1807248,-7638.26607155017,2
4864959.86620822,-7638.79699937359,2
4864959.80120383,-7638.36912604274,2
4864959.10817536,-7638.40082701354,2
4864958.9573024,-7638.92290944646,2
4864958.9752714,-7638.92290944646,2
4864958.986109,-7638.92290944646,2
4864959.02649183,-7638.8978566536,2
4864958.98245332,-7634.43419573673,2
4864958.96767361,-7634.9921135908,2
4864958.99396896,-7634.9921135908,2
4864958.97851121,-7634.95968009222,2
4864959.18055466,-7634.7738589701,2
4864959.10574356,-7634.74039623426,2
4864958.99180751,-7634.74675586944,2
4864958.88240014,-7634.95901594688,2
4864953.2831648,-7637.95967263054,2
4864953.39102221,-7637.89497085536,2
4864953.34875243,-7637.89497085536,2
4864957.52924796,-7633.94421653902,2
4864957.64508476,-7633.91168100014,2
4864957.73807093,-7633.9516850374,2
4864951.2043425,-7640.42050123662,2
4864953.20436548,-7639.4779939194,2
4864952.79162557,-7639.58875014856,2
4864931.93857904,-7657.28877643352,1
4864936.69318654,-7657.6653583746,1
4864931.06608947,-7655.87103402158,1
4864931.60618515,-7654.07451763158,1
4864931.93156968,-7653.61326024979,1
4864931.87611106,-7653.94556334838,1
4864935.80740989,-7654.51526773168,1
4864933.35828917,-7655.00406731473,1
4864934.6460721,-7653.72564934031,1
4864933.25294052,-7655.25351511043,1
4864927.04475504,-7655.53015409905,1
4864933.60074914,-7654.02577561044,1
4864933.62772861,-7653.93957702285,1
4864933.93677844,-7654.07521498688,1
4864935.96131882,-7654.65755052249,1
4864936.21023439,-7655.09725969354,1
4864935.91198733,-7652.55025038334,1
4864935.32028742,-7651.8185068033,1
4864935.26034864,-7655.05988046124,1
4864935.35182411,-7654.60859998872,1
4864934.47958652,-7652.20580867619,1
4864940.68580235,-7656.5060224204,1
4864940.64642202,-7656.1748795079,1
4864940.90460325,-7652.67830695001,1
4864946.03885369,-7652.16402650249,1
4864946.07390167,-7646.68614148885,1
4864946.37174711,-7646.5915948668,1
4864947.02399378,-7646.25350309906,1
4864947.55310839,-7646.41168978285,1
4864947.4053583,-7646.27223060958,1
4864947.57300484,-7646.29577674549,1
4864949.05953881,-7646.72611909916,1
4864949.13580669,-7646.60791227219,1
4864949.11706673,-7647.24085463677,1
4864948.99179224,-7647.16779094859,1
